session_id,validation_rounds,vali_point_1_accuracy,vali_point_1_precision,vali_point_1_points,vali_point_2_accuracy,vali_point_2_precision,vali_point_2_points,vali_point_3_accuracy,vali_point_3_precision,vali_point_3_points,vali_point_4_accuracy,vali_point_4_precision,vali_point_4_points,vali_point_5_accuracy,vali_point_5_precision,vali_point_5_points,vali_avg_accuracy,vali_avg_precision,vali_avg_points,t_01_m__startTime,t_01_m__endTime,t_01_m__value,t_02_f__startTime,t_02_f__endTime,t_02_f__value,t_03_m__startTime,t_03_m__endTime,t_03_m__value,t_04_f__startTime,t_04_f__endTime,t_04_f__value,t_05_m__startTime,t_05_m__endTime,t_05_m__value,t_06_f__startTime,t_06_f__endTime,t_06_f__value,t_07_m__startTime,t_07_m__endTime,t_07_m__value,t_08_f__startTime,t_08_f__endTime,t_08_f__value,t_09_m__startTime,t_09_m__endTime,t_09_m__value,t_10_f__startTime,t_10_f__endTime,t_10_f__value,t_11_m__startTime,t_11_m__endTime,t_11_m__value,t_12_f__startTime,t_12_f__endTime,t_12_f__value,t_13_m__startTime,t_13_m__endTime,t_13_m__value,t_14_f__startTime,t_14_f__endTime,t_14_f__value,t_15_m__startTime,t_15_m__endTime,t_15_m__value,t_16_f__startTime,t_16_f__endTime,t_16_f__value,t_17_m__startTime,t_17_m__endTime,t_17_m__value,t_18_f__startTime,t_18_f__endTime,t_18_f__value,t_19_m__startTime,t_19_m__endTime,t_19_m__value,t_20_f__startTime,t_20_f__endTime,t_20_f__value,t_21_m__startTime,t_21_m__endTime,t_21_m__value,t_22_f__startTime,t_22_f__endTime,t_22_f__value,t_23_m__startTime,t_23_m__endTime,t_23_m__value,t_24_f__startTime,t_24_f__endTime,t_24_f__value,t_25_m__startTime,t_25_m__endTime,t_25_m__value,t_26_f__startTime,t_26_f__endTime,t_26_f__value,t_27_m__startTime,t_27_m__endTime,t_27_m__value,t_28_f__startTime,t_28_f__endTime,t_28_f__value,t_29_m__startTime,t_29_m__endTime,t_29_m__value,t_30_f__startTime,t_30_f__endTime,t_30_f__value,t_31_m__startTime,t_31_m__endTime,t_31_m__value,t_32_f__startTime,t_32_f__endTime,t_32_f__value
1731932124378-2311,1,90.74493114523568,40.19471500214112,147,131.1422530673892,14.232021917627275,151,114.1942994682887,20.48472879939989,151,103.67607413408778,55.15426680542461,148,108.46791334376955,23.9581735319845,149,109.64509423175419,30.80478121131548,149.2,2024-11-18 12:18:38.841000+00:00,2024-11-18 12:18:42.881000+00:00,7,2024-11-18 12:18:34.024000+00:00,2024-11-18 12:18:38.840000+00:00,7,2024-11-18 12:17:30.175000+00:00,2024-11-18 12:17:34.734000+00:00,6,2024-11-18 12:20:09.109000+00:00,2024-11-18 12:20:13.469000+00:00,6,2024-11-18 12:18:54.563000+00:00,2024-11-18 12:18:59.083000+00:00,3,2024-11-18 12:19:44.666000+00:00,2024-11-18 12:19:52.203000+00:00,3,2024-11-18 12:17:34.735000+00:00,2024-11-18 12:17:40.223000+00:00,4,2024-11-18 12:19:10.813000+00:00,2024-11-18 12:19:16.813000+00:00,2,2024-11-18 12:18:42.881000+00:00,2024-11-18 12:18:47.345000+00:00,7,2024-11-18 12:18:59.083000+00:00,2024-11-18 12:19:03.307000+00:00,7,2024-11-18 12:19:03.308000+00:00,2024-11-18 12:19:10.812000+00:00,6,2024-11-18 12:20:05.021000+00:00,2024-11-18 12:20:09.109000+00:00,6,2024-11-18 12:17:51.570000+00:00,2024-11-18 12:18:00.258000+00:00,4,2024-11-18 12:18:22.446000+00:00,2024-11-18 12:18:27.270000+00:00,2,2024-11-18 12:18:10.677000+00:00,2024-11-18 12:18:15.197000+00:00,1,2024-11-18 12:19:21.959000+00:00,2024-11-18 12:19:28.103000+00:00,3,2024-11-18 12:20:13.470000+00:00,2024-11-18 12:20:19.327000+00:00,4,2024-11-18 12:18:00.259000+00:00,2024-11-18 12:18:05.587000+00:00,5,2024-11-18 12:17:44.481000+00:00,2024-11-18 12:17:51.569000+00:00,3,2024-11-18 12:19:52.203000+00:00,2024-11-18 12:20:00.100000+00:00,4,2024-11-18 12:20:19.327000+00:00,2024-11-18 12:20:23.415000+00:00,3,2024-11-18 12:19:28.104000+00:00,2024-11-18 12:19:35.552000+00:00,4,2024-11-18 12:18:27.271000+00:00,2024-11-18 12:18:34.023000+00:00,4,2024-11-18 12:17:40.224000+00:00,2024-11-18 12:17:44.480000+00:00,5,2024-11-18 12:17:23.262000+00:00,2024-11-18 12:17:30.174000+00:00,3,2024-11-18 12:18:47.345000+00:00,2024-11-18 12:18:54.563000+00:00,4,2024-11-18 12:19:16.814000+00:00,2024-11-18 12:19:21.958000+00:00,3,2024-11-18 12:18:15.197000+00:00,2024-11-18 12:18:22.446000+00:00,4,2024-11-18 12:18:05.588000+00:00,2024-11-18 12:18:10.676000+00:00,2,2024-11-18 12:17:14.191000+00:00,2024-11-18 12:17:23.261000+00:00,3,2024-11-18 12:19:35.553000+00:00,2024-11-18 12:19:44.665000+00:00,3,2024-11-18 12:20:00.100000+00:00,2024-11-18 12:20:05.021000+00:00,4
