session_id,validation_rounds,vali_point_1_accuracy,vali_point_1_precision,vali_point_1_points,vali_point_2_accuracy,vali_point_2_precision,vali_point_2_points,vali_point_3_accuracy,vali_point_3_precision,vali_point_3_points,vali_point_4_accuracy,vali_point_4_precision,vali_point_4_points,vali_point_5_accuracy,vali_point_5_precision,vali_point_5_points,vali_avg_accuracy,vali_avg_precision,vali_avg_points
1731932124378-2311,1,90.74493114523568,40.19471500214112,147,131.1422530673892,14.232021917627275,151,114.1942994682887,20.48472879939989,151,103.67607413408778,55.15426680542461,148,108.46791334376955,23.9581735319845,149,109.64509423175419,30.80478121131548,149.2
