session_id,validation_rounds,vali_point_1_accuracy,vali_point_1_precision,vali_point_1_points,vali_point_2_accuracy,vali_point_2_precision,vali_point_2_points,vali_point_3_accuracy,vali_point_3_precision,vali_point_3_points,vali_point_4_accuracy,vali_point_4_precision,vali_point_4_points,vali_point_5_accuracy,vali_point_5_precision,vali_point_5_points,vali_avg_accuracy,vali_avg_precision,vali_avg_points,L1__t_01_m__startTime,L1__t_01_m__endTime,L1__t_01_m__value,L1__t_02_f__startTime,L1__t_02_f__endTime,L1__t_02_f__value,L1__t_03_m__startTime,L1__t_03_m__endTime,L1__t_03_m__value,L1__t_04_f__startTime,L1__t_04_f__endTime,L1__t_04_f__value,L1__t_05_m__startTime,L1__t_05_m__endTime,L1__t_05_m__value,L1__t_06_f__startTime,L1__t_06_f__endTime,L1__t_06_f__value,L1__t_07_m__startTime,L1__t_07_m__endTime,L1__t_07_m__value,L1__t_08_f__startTime,L1__t_08_f__endTime,L1__t_08_f__value,L1__t_09_m__startTime,L1__t_09_m__endTime,L1__t_09_m__value,L1__t_10_f__startTime,L1__t_10_f__endTime,L1__t_10_f__value,L1__t_11_m__startTime,L1__t_11_m__endTime,L1__t_11_m__value,L1__t_12_f__startTime,L1__t_12_f__endTime,L1__t_12_f__value,L1__t_13_m__startTime,L1__t_13_m__endTime,L1__t_13_m__value,L1__t_14_f__startTime,L1__t_14_f__endTime,L1__t_14_f__value,L1__t_15_m__startTime,L1__t_15_m__endTime,L1__t_15_m__value,L1__t_16_f__startTime,L1__t_16_f__endTime,L1__t_16_f__value,L1__t_17_m__startTime,L1__t_17_m__endTime,L1__t_17_m__value,L1__t_18_f__startTime,L1__t_18_f__endTime,L1__t_18_f__value,L1__t_19_m__startTime,L1__t_19_m__endTime,L1__t_19_m__value,L1__t_20_f__startTime,L1__t_20_f__endTime,L1__t_20_f__value,L1__t_21_m__startTime,L1__t_21_m__endTime,L1__t_21_m__value,L1__t_22_f__startTime,L1__t_22_f__endTime,L1__t_22_f__value,L1__t_23_m__startTime,L1__t_23_m__endTime,L1__t_23_m__value,L1__t_24_f__startTime,L1__t_24_f__endTime,L1__t_24_f__value,L1__t_25_m__startTime,L1__t_25_m__endTime,L1__t_25_m__value,L1__t_26_f__startTime,L1__t_26_f__endTime,L1__t_26_f__value,L1__t_27_m__startTime,L1__t_27_m__endTime,L1__t_27_m__value,L1__t_28_f__startTime,L1__t_28_f__endTime,L1__t_28_f__value,L1__t_29_m__startTime,L1__t_29_m__endTime,L1__t_29_m__value,L1__t_30_f__startTime,L1__t_30_f__endTime,L1__t_30_f__value,L1__t_31_m__startTime,L1__t_31_m__endTime,L1__t_31_m__value,L1__t_32_f__startTime,L1__t_32_f__endTime,L1__t_32_f__value,L2__1__startTime,L2__1__endTime,L2__1__value,L2__2__startTime,L2__2__endTime,L2__2__value,L2__3__startTime,L2__3__endTime,L2__3__value,L2__4__startTime,L2__4__endTime,L2__4__value,L2__5__startTime,L2__5__endTime,L2__5__value,L2__6__startTime,L2__6__endTime,L2__6__value,L2__7__startTime,L2__7__endTime,L2__7__value,L2__8__startTime,L2__8__endTime,L2__8__value,L2__9__startTime,L2__9__endTime,L2__9__value,L2__10__startTime,L2__10__endTime,L2__10__value,L2__11__startTime,L2__11__endTime,L2__11__value,L2__12__startTime,L2__12__endTime,L2__12__value,L2__13__startTime,L2__13__endTime,L2__13__value,L2__14__startTime,L2__14__endTime,L2__14__value,L2__15__startTime,L2__15__endTime,L2__15__value,L2__16__startTime,L2__16__endTime,L2__16__value,L3__O1__token,L3__O1__startTime,L3__O1__endTime,L3__O1__duration,L3__O2__token,L3__O2__startTime,L3__O2__endTime,L3__O2__duration,L3__O3__token,L3__O3__startTime,L3__O3__endTime,L3__O3__duration,L3__O4__token,L3__O4__startTime,L3__O4__endTime,L3__O4__duration
1731932124378-2311,1,90.74493114523568,40.19471500214112,147,131.1422530673892,14.232021917627275,151,114.1942994682887,20.48472879939989,151,103.67607413408778,55.15426680542461,148,108.46791334376955,23.9581735319845,149,109.64509423175419,30.80478121131548,149.2,2024-11-18 12:18:38.841000+00:00,2024-11-18 12:18:42.881000+00:00,7,2024-11-18 12:18:34.024000+00:00,2024-11-18 12:18:38.840000+00:00,7,2024-11-18 12:17:30.175000+00:00,2024-11-18 12:17:34.734000+00:00,6,2024-11-18 12:20:09.109000+00:00,2024-11-18 12:20:13.469000+00:00,6,2024-11-18 12:18:54.563000+00:00,2024-11-18 12:18:59.083000+00:00,3,2024-11-18 12:19:44.666000+00:00,2024-11-18 12:19:52.203000+00:00,3,2024-11-18 12:17:34.735000+00:00,2024-11-18 12:17:40.223000+00:00,4,2024-11-18 12:19:10.813000+00:00,2024-11-18 12:19:16.813000+00:00,2,2024-11-18 12:18:42.881000+00:00,2024-11-18 12:18:47.345000+00:00,7,2024-11-18 12:18:59.083000+00:00,2024-11-18 12:19:03.307000+00:00,7,2024-11-18 12:19:03.308000+00:00,2024-11-18 12:19:10.812000+00:00,6,2024-11-18 12:20:05.021000+00:00,2024-11-18 12:20:09.109000+00:00,6,2024-11-18 12:17:51.570000+00:00,2024-11-18 12:18:00.258000+00:00,4,2024-11-18 12:18:22.446000+00:00,2024-11-18 12:18:27.270000+00:00,2,2024-11-18 12:18:10.677000+00:00,2024-11-18 12:18:15.197000+00:00,1,2024-11-18 12:19:21.959000+00:00,2024-11-18 12:19:28.103000+00:00,3,2024-11-18 12:20:13.470000+00:00,2024-11-18 12:20:19.327000+00:00,4,2024-11-18 12:18:00.259000+00:00,2024-11-18 12:18:05.587000+00:00,5,2024-11-18 12:17:44.481000+00:00,2024-11-18 12:17:51.569000+00:00,3,2024-11-18 12:19:52.203000+00:00,2024-11-18 12:20:00.100000+00:00,4,2024-11-18 12:20:19.327000+00:00,2024-11-18 12:20:23.415000+00:00,3,2024-11-18 12:19:28.104000+00:00,2024-11-18 12:19:35.552000+00:00,4,2024-11-18 12:18:27.271000+00:00,2024-11-18 12:18:34.023000+00:00,4,2024-11-18 12:17:40.224000+00:00,2024-11-18 12:17:44.480000+00:00,5,2024-11-18 12:17:23.262000+00:00,2024-11-18 12:17:30.174000+00:00,3,2024-11-18 12:18:47.345000+00:00,2024-11-18 12:18:54.563000+00:00,4,2024-11-18 12:19:16.814000+00:00,2024-11-18 12:19:21.958000+00:00,3,2024-11-18 12:18:15.197000+00:00,2024-11-18 12:18:22.446000+00:00,4,2024-11-18 12:18:05.588000+00:00,2024-11-18 12:18:10.676000+00:00,2,2024-11-18 12:17:14.191000+00:00,2024-11-18 12:17:23.261000+00:00,3,2024-11-18 12:19:35.553000+00:00,2024-11-18 12:19:44.665000+00:00,3,2024-11-18 12:20:00.100000+00:00,2024-11-18 12:20:05.021000+00:00,4,2024-11-18 12:28:05.530000+00:00,2024-11-18 12:28:37.591000+00:00,6,2024-11-18 12:22:56.134000+00:00,2024-11-18 12:23:32.987000+00:00,7,2024-11-18 12:28:37.591000+00:00,2024-11-18 12:29:05.515000+00:00,7,2024-11-18 12:29:05.515000+00:00,2024-11-18 12:29:26.829000+00:00,5,2024-11-18 12:27:14.147000+00:00,2024-11-18 12:27:29.580000+00:00,4,2024-11-18 12:23:32.987000+00:00,2024-11-18 12:24:08.424000+00:00,5,2024-11-18 12:21:14.770000+00:00,2024-11-18 12:21:57.204000+00:00,5,2024-11-18 12:26:25.724000+00:00,2024-11-18 12:26:45.550000+00:00,5,2024-11-18 12:27:29.581000+00:00,2024-11-18 12:28:05.530000+00:00,6,2024-11-18 12:26:45.550000+00:00,2024-11-18 12:27:14.147000+00:00,4,2024-11-18 12:25:24.123000+00:00,2024-11-18 12:25:58.671000+00:00,3,2024-11-18 12:22:25.377000+00:00,2024-11-18 12:22:56.133000+00:00,6,2024-11-18 12:24:08.424000+00:00,2024-11-18 12:24:45.381000+00:00,3,2024-11-18 12:24:45.381000+00:00,2024-11-18 12:25:24.122000+00:00,4,2024-11-18 12:25:58.672000+00:00,2024-11-18 12:26:25.724000+00:00,1,2024-11-18 12:21:57.205000+00:00,2024-11-18 12:22:25.376000+00:00,5,3,2024-11-18 12:29:42.139000+00:00,2024-11-18 12:32:04.164000+00:00,142.025,2,2024-11-18 12:32:04.164000+00:00,2024-11-18 12:32:48.410000+00:00,44.246,15,2024-11-18 12:32:48.411000+00:00,2024-11-18 12:34:27.560000+00:00,99.149,11,2024-11-18 12:34:27.561000+00:00,2024-11-18 12:35:43.827000+00:00,76.266
